model,power,prop_na,sample_size,cutpoints,beta_yprev,beta_t,beta_tx,beta_t_tx,tx_end,tx_type,n_sim,datetime
otm,0.046,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
otm_rand_int,0.04,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
rand_int,0.522,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
free_days8,0.054,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
free_days78,0.064,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
free_days678,0.062,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
free_days5678,0.06,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
free_days45678,0.064,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
free_days345678,0.062,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
free_days2345678,0.058,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
ppo_3,0.066,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
ppo_7,0.058,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
ppo_14,0.044,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
ppo_21,0.056,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
ppo_28,0.05,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
cox_prop_state1,0.052,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
cox_spline2_state1,0.056,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
cox_prop_state12,0.06,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
cox_spline2_state12,0.062,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
cox_prop_state123,0.048,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
cox_spline2_state123,0.052,0,100,NA,NA,-0.02,0,0,3,linear,500,2024-10-30T06:31:41Z
otm,0.048,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
otm_rand_int,0.046,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
rand_int,0.504,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
free_days8,0.046,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
free_days78,0.038,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
free_days678,0.032,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
free_days5678,0.05,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
free_days45678,0.05,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
free_days345678,0.044,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
free_days2345678,0.042,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
ppo_3,0.052,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
ppo_7,0.052,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
ppo_14,0.034,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
ppo_21,0.032,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
ppo_28,0.056,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
cox_prop_state1,0.054,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
cox_spline2_state1,0.046,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
cox_prop_state12,0.05,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
cox_spline2_state12,0.042,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
cox_prop_state123,0.046,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
cox_spline2_state123,0.052,0,500,NA,NA,-0.02,0,0,7,linear,500,2024-11-01T21:22:09Z
otm,0.094,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
otm_rand_int,0.092,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
rand_int,0.56,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
free_days8,0.074,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
free_days78,0.056,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
free_days678,0.058,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
free_days5678,0.064,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
free_days45678,0.072,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
free_days345678,0.074,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
free_days2345678,0.082,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
ppo_3,0.068,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
ppo_7,0.05,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
ppo_14,0.066,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
ppo_21,0.068,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
ppo_28,0.082,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
cox_prop_state1,0.074,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
cox_spline2_state1,0.052,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
cox_prop_state12,0.07,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
cox_spline2_state12,0.054,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
cox_prop_state123,0.064,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
cox_spline2_state123,0.044,0,100,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T07:37:59Z
otm,0.12,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
otm_rand_int,0.114,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
rand_int,0.644,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
free_days8,0.054,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
free_days78,0.052,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
free_days678,0.054,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
free_days5678,0.066,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
free_days45678,0.066,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
free_days345678,0.066,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
free_days2345678,0.066,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
ppo_3,0.054,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
ppo_7,0.05,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
ppo_14,0.06,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
ppo_21,0.066,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
ppo_28,0.096,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
cox_prop_state1,0.07,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
cox_spline2_state1,0.058,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
cox_prop_state12,0.066,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
cox_spline2_state12,0.06,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
cox_prop_state123,0.064,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
cox_spline2_state123,0.06,0,200,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-30T17:31:46Z
otm,0.122,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
otm_rand_int,0.122,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
rand_int,0.678,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
free_days8,0.07,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
free_days78,0.078,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
free_days678,0.11,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
free_days5678,0.12,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
free_days45678,0.128,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
free_days345678,0.124,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
free_days2345678,0.134,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
ppo_3,0.054,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
ppo_7,0.068,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
ppo_14,0.102,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
ppo_21,0.12,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
ppo_28,0.118,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
cox_prop_state1,0.112,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
cox_spline2_state1,0.098,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
cox_prop_state12,0.116,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
cox_spline2_state12,0.102,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
cox_prop_state123,0.118,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
cox_spline2_state123,0.086,0,300,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T07:06:46Z
otm,0.19,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
otm_rand_int,0.182,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
rand_int,0.73,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
free_days8,0.058,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
free_days78,0.088,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
free_days678,0.09,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
free_days5678,0.104,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
free_days45678,0.112,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
free_days345678,0.116,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
free_days2345678,0.126,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
ppo_3,0.064,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
ppo_7,0.068,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
ppo_14,0.126,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
ppo_21,0.128,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
ppo_28,0.142,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
cox_prop_state1,0.132,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
cox_spline2_state1,0.09,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
cox_prop_state12,0.128,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
cox_spline2_state12,0.092,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
cox_prop_state123,0.102,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
cox_spline2_state123,0.08,0,400,NA,NA,-0.02,0,-0.01,7,linear,500,2024-10-31T23:24:43Z
otm,0.232,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
otm_rand_int,0.23,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
rand_int,0.78,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
free_days8,0.058,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
free_days78,0.092,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
free_days678,0.084,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
free_days5678,0.114,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
free_days45678,0.128,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
free_days345678,0.128,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
free_days2345678,0.134,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
ppo_3,0.066,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
ppo_7,0.086,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
ppo_14,0.106,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
ppo_21,0.158,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
ppo_28,0.202,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
cox_prop_state1,0.146,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
cox_spline2_state1,0.1,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
cox_prop_state12,0.152,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
cox_spline2_state12,0.102,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
cox_prop_state123,0.144,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
cox_spline2_state123,0.098,0,500,NA,NA,-0.02,0,-0.01,7,linear,500,2024-11-01T19:08:44Z
otm,0.186,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
otm_rand_int,0.178,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
rand_int,0.706,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
free_days8,0.084,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
free_days78,0.078,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
free_days678,0.072,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
free_days5678,0.086,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
free_days45678,0.098,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
free_days345678,0.1,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
free_days2345678,0.11,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
ppo_3,0.048,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
ppo_7,0.06,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
ppo_14,0.086,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
ppo_21,0.136,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
ppo_28,0.148,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
cox_prop_state1,0.106,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
cox_spline2_state1,0.098,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
cox_prop_state12,0.108,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
cox_spline2_state12,0.1,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
cox_prop_state123,0.116,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
cox_spline2_state123,0.1,0,100,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T08:42:35Z
otm,0.342,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
otm_rand_int,0.338,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
rand_int,0.82,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
free_days8,0.104,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
free_days78,0.112,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
free_days678,0.132,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
free_days5678,0.182,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
free_days45678,0.228,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
free_days345678,0.232,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
free_days2345678,0.234,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
ppo_3,0.066,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
ppo_7,0.082,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
ppo_14,0.18,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
ppo_21,0.222,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
ppo_28,0.268,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
cox_prop_state1,0.202,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
cox_spline2_state1,0.152,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
cox_prop_state12,0.214,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
cox_spline2_state12,0.156,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
cox_prop_state123,0.198,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
cox_spline2_state123,0.13,0,200,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-30T16:53:11Z
otm,0.468,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
otm_rand_int,0.464,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
rand_int,0.866,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
free_days8,0.092,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
free_days78,0.128,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
free_days678,0.126,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
free_days5678,0.168,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
free_days45678,0.21,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
free_days345678,0.224,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
free_days2345678,0.232,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
ppo_3,0.052,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
ppo_7,0.088,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
ppo_14,0.188,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
ppo_21,0.3,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
ppo_28,0.33,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
cox_prop_state1,0.244,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
cox_spline2_state1,0.19,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
cox_prop_state12,0.242,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
cox_spline2_state12,0.188,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
cox_prop_state123,0.22,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
cox_spline2_state123,0.158,0,300,NA,NA,-0.02,0,-0.02,7,linear,500,2024-10-31T07:15:39Z
