model,power,prop_na,sample_size,cutpoints,beta_yprev,beta_t,beta_tx,beta_t_tx,tx_end,tx_type,n_sim,datetime
otm,0.054,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
otm_rand_int,0.054,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
rand_int,0.536,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
free_days8,0.034,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
free_days78,0.038,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
free_days678,0.042,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
free_days5678,0.032,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
free_days45678,0.048,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
free_days345678,0.04,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
free_days2345678,0.04,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
ppo_3,0.044,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
ppo_7,0.042,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
ppo_14,0.046,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
ppo_21,0.032,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
ppo_28,0.06,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
cox_prop_state1,0.044,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
cox_spline2_state1,0.054,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
cox_prop_state12,0.052,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
cox_spline2_state12,0.048,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
cox_prop_state123,0.032,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
cox_spline2_state123,0.046,0,200,NA,NA,-0.02,0,0,28,linear,500,2024-10-30T17:25:03Z
otm,0.052,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
otm_rand_int,0.046,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
rand_int,0.502,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
free_days8,0.036,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
free_days78,0.042,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
free_days678,0.044,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
free_days5678,0.046,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
free_days45678,0.04,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
free_days345678,0.038,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
free_days2345678,0.038,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
ppo_3,0.05,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
ppo_7,0.038,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
ppo_14,0.05,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
ppo_21,0.038,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
ppo_28,0.038,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
cox_prop_state1,0.038,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
cox_spline2_state1,0.04,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
cox_prop_state12,0.036,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
cox_spline2_state12,0.048,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
cox_prop_state123,0.042,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
cox_spline2_state123,0.052,0,300,NA,NA,-0.02,0,0,28,linear,500,2024-10-31T07:34:07Z
otm,0.042,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
otm_rand_int,0.04,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
rand_int,0.518,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
free_days8,0.032,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
free_days78,0.042,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
free_days678,0.048,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
free_days5678,0.036,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
free_days45678,0.04,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
free_days345678,0.034,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
free_days2345678,0.034,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
ppo_3,0.044,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
ppo_7,0.046,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
ppo_14,0.054,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
ppo_21,0.046,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
ppo_28,0.05,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
cox_prop_state1,0.038,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
cox_spline2_state1,0.052,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
cox_prop_state12,0.046,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
cox_spline2_state12,0.048,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
cox_prop_state123,0.046,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
cox_spline2_state123,0.046,0,400,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T03:29:14Z
otm,0.048,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
otm_rand_int,0.048,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
rand_int,0.496,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
free_days8,0.07,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
free_days78,0.044,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
free_days678,0.046,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
free_days5678,0.036,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
free_days45678,0.038,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
free_days345678,0.04,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
free_days2345678,0.04,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
ppo_3,0.032,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
ppo_7,0.04,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
ppo_14,0.052,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
ppo_21,0.05,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
ppo_28,0.064,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
cox_prop_state1,0.046,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
cox_spline2_state1,0.068,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
cox_prop_state12,0.04,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
cox_spline2_state12,0.064,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
cox_prop_state123,0.04,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
cox_spline2_state123,0.04,0,400,NA,NA,-0.02,0,0,3,linear,500,2024-11-01T03:02:15Z
otm,0.048,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
otm_rand_int,0.046,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
rand_int,0.518,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
free_days8,0.034,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
free_days78,0.052,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
free_days678,0.044,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
free_days5678,0.046,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
free_days45678,0.054,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
free_days345678,0.05,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
free_days2345678,0.052,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
ppo_3,0.062,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
ppo_7,0.06,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
ppo_14,0.044,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
ppo_21,0.042,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
ppo_28,0.032,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
cox_prop_state1,0.056,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
cox_spline2_state1,0.042,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
cox_prop_state12,0.05,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
cox_spline2_state12,0.056,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
cox_prop_state123,0.054,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
cox_spline2_state123,0.038,0,500,NA,NA,-0.02,0,0,28,linear,500,2024-11-01T16:11:09Z
otm,0.216,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
otm_rand_int,0.212,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
rand_int,0.688,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
free_days8,0.08,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
free_days78,0.078,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
free_days678,0.064,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
free_days5678,0.094,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
free_days45678,0.096,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
free_days345678,0.1,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
free_days2345678,0.104,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
ppo_3,0.058,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
ppo_7,0.062,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
ppo_14,0.086,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
ppo_21,0.094,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
ppo_28,0.154,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
cox_prop_state1,0.086,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
cox_spline2_state1,0.086,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
cox_prop_state12,0.086,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
cox_spline2_state12,0.086,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
cox_prop_state123,0.088,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
cox_spline2_state123,0.076,0,100,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T09:20:45Z
otm,0.394,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
otm_rand_int,0.378,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
rand_int,0.8,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
free_days8,0.084,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
free_days78,0.06,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
free_days678,0.064,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
free_days5678,0.1,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
free_days45678,0.122,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
free_days345678,0.128,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
free_days2345678,0.136,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
ppo_3,0.044,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
ppo_7,0.054,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
ppo_14,0.084,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
ppo_21,0.14,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
ppo_28,0.208,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
cox_prop_state1,0.154,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
cox_spline2_state1,0.128,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
cox_prop_state12,0.146,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
cox_spline2_state12,0.126,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
cox_prop_state123,0.118,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
cox_spline2_state123,0.112,0,200,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-30T19:12:33Z
otm,0.486,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
otm_rand_int,0.484,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
rand_int,0.888,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
free_days8,0.116,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
free_days78,0.092,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
free_days678,0.096,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
free_days5678,0.114,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
free_days45678,0.144,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
free_days345678,0.15,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
free_days2345678,0.166,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
ppo_3,0.052,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
ppo_7,0.066,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
ppo_14,0.108,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
ppo_21,0.212,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
ppo_28,0.306,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
cox_prop_state1,0.164,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
cox_spline2_state1,0.17,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
cox_prop_state12,0.162,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
cox_spline2_state12,0.19,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
cox_prop_state123,0.148,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
cox_spline2_state123,0.162,0,300,NA,NA,-0.02,0,-0.01,28,linear,500,2024-10-31T09:20:38Z
otm,0.626,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
otm_rand_int,0.616,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
rand_int,0.908,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
free_days8,0.074,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
free_days78,0.082,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
free_days678,0.096,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
free_days5678,0.138,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
free_days45678,0.178,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
free_days345678,0.188,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
free_days2345678,0.208,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
ppo_3,0.038,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
ppo_7,0.036,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
ppo_14,0.098,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
ppo_21,0.232,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
ppo_28,0.4,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
cox_prop_state1,0.228,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
cox_spline2_state1,0.192,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
cox_prop_state12,0.23,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
cox_spline2_state12,0.182,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
cox_prop_state123,0.186,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
cox_spline2_state123,0.164,0,400,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T00:35:37Z
otm,0.758,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
otm_rand_int,0.75,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
rand_int,0.958,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
free_days8,0.144,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
free_days78,0.126,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
free_days678,0.128,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
free_days5678,0.18,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
free_days45678,0.242,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
free_days345678,0.258,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
free_days2345678,0.282,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
ppo_3,0.06,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
ppo_7,0.07,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
ppo_14,0.136,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
ppo_21,0.322,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
ppo_28,0.552,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
cox_prop_state1,0.29,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
cox_spline2_state1,0.25,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
cox_prop_state12,0.294,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
cox_spline2_state12,0.246,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
cox_prop_state123,0.252,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
cox_spline2_state123,0.218,0,500,NA,NA,-0.02,0,-0.01,28,linear,500,2024-11-01T20:29:39Z
otm,0.62,0,100,NA,NA,-0.02,0,-0.02,28,linear,500,2024-10-30T09:40:06Z
